호선,역사명,기기명,호기,형식,규격,운행구간,"설치위치
(승차위치기준)","정지
층수",설치일자
3,수서,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,1번 출구측,2,2003-05-12
3,수서,E/V,외부#2,로프식(MRL),15인승,B1(대)~지상,3번 출구측,2,2003-05-12
3,가락시장역,E/V,내부#1,로프식(MRL),15인승,B4(승)~B2(대),상행 8-2,3,2010-02-18
3,가락시장역,E/V,내부#2,로프식(MRL),15인승,B4(승)~B2(대),하행 3-2,3,2010-02-18
3,가락시장역,E/V,외부#1,로프식(MRL),15인승,B2(대)~지상,7번 출구측,3,2010-02-18
3,경찰병원역,E/V,내부#1,로프식(MRL),15인승,B3(승)~B1(대),상행 4-2,2,2010-02-18
3,경찰병원역,E/V,내부#2,로프식(MRL),15인승,B3(승)~B1(대),하행 7-3,2,2010-02-18
3,경찰병원역,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,1번 출구측,2,2010-02-18
3,경찰병원역,E/V,외부#2,로프식(MRL),15인승,B1(대)~지상,3번 출구측,2,2010-02-18
3,오금역,E/V,내부#1,로프식(MRL),15인승,B4(승)~B1(대),상행 5-1,4,2010-02-18
3,오금역,E/V,내부#2,로프식(MRL),15인승,B4(승)~B1(대),하행 6-4,4,2010-02-18
3,오금역,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,1번 출구측,2,2010-02-18
4,당고개,E/V,내부#1,로프식(MRL),15인승,F2(대)~F3(승),상행 6-1,2,2005-04-02
4,당고개,E/V,내부#2,로프식(MRL),15인승,F2(대)~F3(승),하행 5-4,2,2005-04-02
4,당고개,E/V,외부#1,로프식(MRL),15인승,지상~F2(대),1-4번 출구사이,2,2005-04-02
4,상계,V/L,내부#1,유압식(V/L),4인승,F2(대)~F3(승),상행 3-1,2,2005-04-09
4,상계,V/L,내부#2,유압식(V/L),4인승,F2(대)~F3(승),하행 8-3,2,2005-07-25
4,상계,E/V,외부#1,로프식(MRL),15인승,F1(지상)~F2(대),1-2번 출구측,2,2005-07-25
4,노원,E/V,내부#1,로프식(MRL),15인승,F2(대)~F3(승),상행 8-4,2,2010-03-12
4,노원,E/V,내부#2,로프식(MRL),15인승,F2(대)~F3(승),하행 3-1,2,2010-03-12
4,노원,E/V,외부#1,로프식(MRL),15인승,지상~F2(대),2번 출구측,2,2002-09-12
4,노원,E/V,외부#2,로프식(MRL),15인승,지상~F2(대),9번 출구측,2,2002-09-12
4,창동,E/V,외부#1,로프식(MRL),15인승,지상~F2(대),1번 출구측,2,2002-09-12
4,창동,E/V,외부#2,로프식(MRL),15인승,지상~F2(대),2번 출구측,2,2002-09-12
4,쌍문,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),상행 8-4,2,2004-04-27
4,쌍문,E/V,내부#2,로프식(MRL),15인승,B2(승)~B1(대),하행 3-1,2,2004-04-27
4,쌍문,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,1번 출구측,2,2004-08-27
4,수유,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),상행 7-1,2,2004-04-27
4,수유,E/V,내부#2,로프식(MRL),15인승,B2(승)~B1(대),하행 4-4,2,2004-04-27
4,수유,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,1-2번 출구사이,2,2004-11-03
4,미아,E/V,내부#1,로프식(MRL),11인승,B2(승)~B1(대),상행 8-2,2,2004-05-07
4,미아,E/V,내부#2,로프식(MRL),11인승,B2(승)~B1(대),하행 3-4,2,2004-05-07
4,미아,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,1-2번 출구사이,2,2004-11-06
4,미아사거리,E/V,내부#1,로프식(MRL),13인승,B2(승)~B1(대),상행 3-1,2,2004-12-23
4,미아사거리,E/V,내부#2,로프식(MRL),13인승,B2(승)~B1(대),하행 8-3,2,2004-12-23
4,길음,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),섬식(상)6-1,2,2005-03-07
4,길음,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,5번 출구측,2,2005-02-15
4,길음,E/V,외부#2,로프식(MRL),15인승,B1(대)~지상,3-4번 출구사이,2,2012-05-31
4,성신여대입구,E/V,내부#1,로프식(MRL),11인승,B2(승)~B1(대),상행 8-2,2,2005-01-13
4,성신여대입구,E/V,내부#2,로프식(MRL),11인승,B2(승)~B1(대),하행 3-4,2,2005-01-13
4,성신여대입구,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,2번 출구측,2,2005-04-08
4,성신여대입구,E/V,외부#2,로프식(MRL),11인승,B1(대)~지상,3번 출구측,2,2009-01-14
4,한성대입구,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),섬식(상)6-1,2,2005-02-25
4,한성대입구,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,3-4번 출구사이,2,2005-02-25
4,한성대입구,E/V,외부#2,로프식(MRL),15인승,B1(대)~지상,5번 출구측,2,2014-07-29
4,혜 화,E/V,내부#1,로프식(MRL),11인승,B2(승)~B1(대),상행 7-4,2,2000-11-01
4,혜 화,E/V,내부#2,로프식(MRL),11인승,B2(승)~B1(대),하행 3-4,2,2000-11-01
4,혜 화,E/V,외부#1,로프식(MRL),11인승,B1(대)~지상,2번 출구측,2,2000-11-01
4,혜 화,E/V,외부#2,로프식(MRL),15인승,B1(대)~지상,3번 출구측,2,2000-11-01
4,동대문(4),E/V,내부#1,로프식(MRL),15인승,B4(승)~B1(대),9번 출구측,4,2003-12-23
4,동대문(4),V/L,내부#2,유압식(V/L),340㎏용,B1(대)환승통로,섬식(상)6-3,2,2009-08-26
4,동대문(4),E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,10번 출구,2,2010-03-15
4,동대문역사문화공원(4),E/V,내부#1,로프식(MRL),13인승,B3(승)~B1(대),9번 출구측,3,2002-10-09
4,충무로(4),E/V,내부#1,로프식(MRL),15인승,B3(승)~B1(대),섬식(상)4-4,3,2004-04-26
4,충무로(4),E/V,내부#2,로프식(MRL),15인승,B3(승)~B1(대),상행 8-1,3,2004-04-26
4,충무로(4),E/V,외부#1,로프식(MRL),9인승,B1(대)~지상,하행 3-3,2,2004-07-01
4,명동,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,7번 출구,2,2015-11-09
4,회 현,E/V,내부#1,로프식(MRL),15인승,B4(승)~B2(대)~B1(대),1번출구,3,2005-04-09
4,서울역(4),E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),섬식(상)10-1,2,2004-03-02
4,서울역(4),E/V,외부#1,로프식(MRL),13인승,B1(대)~지상,섬식(상) 9-1,2,2015-05-29
4,숙대입구,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),12번 출구,2,2004-04-27
4,숙대입구,E/V,내부#2,로프식(MRL),15인승,B2(승)~B1(대),상행 8-1,2,2004-04-27
4,숙대입구,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,하행 3-3,2,2005-02-04
4,삼각지,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),10번 출구,2,2015-08-17
4,삼각지,E/V,내부#2,로프식(MRL),15인승,B2(승)~B1(대),상행 4-3,2,2015-10-07
4,삼각지,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,하행 7-2,2,2014-07-16
4,삼각지,E/V,외부#2,로프식(MRL),15인승,B1(대)~지상,1-2번 출구 사이,2,2014-09-05
4,신용산,E/V,내부#1,로프식(MRL),15인승,B1(승)~B2(대),5-6번 출구 사이,2,2005-03-21
4,신용산,E/V,내부#2,로프식(MRL),15인승,B1(승)~B2(대),상행 8-2,2,2005-03-21
4,이 촌,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),하행 3-2,2,2004-04-28
4,이 촌,E/V,내부#2,로프식(MRL),15인승,B2(승)~B1(대),상행 8-1,2,2004-04-28
4,이 촌,E/V,외부#1,로프식(MRL),15인승,B1(승)~지상,하행 3-3,2,2009-01-14
4,이 촌,E/V,외부#2,로프식(MRL),17인승,B1(승)~지상,1번 출구측,2,2013-01-09
4,동 작,E/V,내부#1,로프식(MRL),11인승,F2(대)~F3(승),2번 출구측,2,2004-07-06
4,동 작,E/V,내부#2,로프식(MRL),11인승,F1(대)~F2(대)~F3(승),상행 7-4,3,2010-03-19
4,총신대입구,E/V,내부#1,로프식(MRL),15인승,B2(승)~B1(대),하행 4-4,2,2015-06-02
4,총신대입구,E/V,내부#2,로프식(MRL),15인승,B2(승)~B1(대),상행 7-3,2,2015-08-07
4,총신대입구,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,하행 8-3,2,2014-08-15
4,총신대입구,E/V,외부#2,로프식(MRL),15인승,B1(대)~지상,1번 출구측,2,2015-06-02
4,사당(4),E/V,내부#1,로프식(MRL),13인승,B3(승)~B2(대)~B1(대),14번 출구측,3,2003-05-12
4,사당(4),E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,섬식(상)09-2,2,2004-07-30
4,남태령,E/V경사,내부#1,경사형,11인승,B3(대)~B2(대),9-10번출구사이,2,2005-12-15
4,남태령,E/V,내부#2,로프식(MRL),15인승,B2(대)~B1(대),섬식(상) 3-3,2,2005-12-15
4,남태령,E/V,외부#1,로프식(MRL),15인승,B1(대)~지상,1번 출구측,2,2005-12-15
